Store,Mean_Sales,Std_Sales,CV,Promo_Uplift,Risk_Category
44,5478.5,1585.82126854997,0.28946267565026373,1.5648633914992096,Moderate
45,5348.469833119384,1321.448189986602,0.24707032688186537,1.3182289041574242,Moderate
46,5352.290996784566,1578.7542033734119,0.29496793136282423,1.5289238138009658,Moderate
47,7145.102040816327,1745.3600146931933,0.24427363034465302,1.4084256967131301,Moderate
48,3934.966836734694,905.3725079817355,0.23008389791997072,1.3459413161309708,Moderate
49,7304.113256113256,1811.9482445050064,0.24807230952894616,1.2946020254478217,Moderate
50,4256.070603337613,1181.059842281453,0.27750005870562044,1.4330529304489437,Moderate
51,6675.286173633441,1516.2807743197861,0.22714843002670188,1.2058869082385115,Moderate
52,7407.945337620578,1995.8422871084854,0.269419143385519,1.3550372083005005,Moderate
53,5264.807397959184,1479.465504394612,0.28101037560616227,1.4369500239621626,Moderate
54,7907.538853503184,2081.5791454093887,0.26323982518115746,1.2320915919555815,Moderate
55,4598.989743589744,1533.8537787314715,0.3335197215582875,1.5790929608229856,High
56,7321.754161331626,1730.4316916555447,0.23634113540638554,1.223650684019626,Moderate
57,10605.50455136541,3687.7729973511496,0.347722541581142,1.5352995841423023,High
58,6336.158908507223,1789.090587604787,0.2823620135540904,1.42871793307827,Moderate
59,5501.312020460358,1913.4280871368167,0.34781304532817575,1.6339098326269152,High
60,8033.087179487179,2697.4488070850216,0.33579229837976476,1.621118395919266,High
61,4722.005148005148,1192.8490725013266,0.252614945370243,1.276593309037835,Moderate
62,6503.86649550706,1831.510494555029,0.28160333485016276,1.4833534199253549,Moderate
63,6956.3877551020405,1858.9440204496022,0.26722834981218413,1.3404137678927626,Moderate
64,10359.525032092426,2644.0081093076624,0.2552248390845022,1.3509318142846425,Moderate
65,5112.8948717948715,1757.783812774258,0.34379424119807717,1.6052579744893685,High
66,6114.360360360361,1158.2185825316049,0.18942596024277233,1.2209745647655785,Stable
67,7828.930501930502,2188.942863248343,0.27959666556097046,1.5460922580987944,Moderate
68,7563.252551020408,1927.5124686299735,0.25485232122387874,1.0737187692665568,Moderate
69,9426.451984635083,2172.9050244886403,0.23051144036276103,1.3315123168752394,Moderate
70,6608.028132992327,1677.9831918220239,0.25393099999744995,1.4042539838204908,Moderate
71,9061.09756097561,2583.332567633143,0.285101506770996,1.5364971410400772,Moderate
72,4420.025682182985,1773.2815473817748,0.4011925891131875,1.8805091102127192,Severe
73,4576.978316326531,1356.5547002246653,0.29638652544752103,1.4865671992183804,Moderate
74,6256.630154639175,1706.947342330607,0.2728221582771577,1.4268750642582442,Moderate
75,6023.4540816326535,1289.8346228143537,0.2141353790257076,1.1756803799384974,Moderate
76,8999.54735152488,2068.1852516867093,0.22980991942181145,1.3025340064164248,Moderate
77,7621.489116517286,1958.089885301454,0.25691696929119573,1.3772728581688571,Moderate
78,3717.473076923077,1091.6862205561931,0.29366351765478643,1.5179522865128794,Moderate
79,5474.240669240669,1547.2317373174697,0.282638603379505,1.5275060929746618,Moderate
80,7616.2734274711165,1774.0271865336076,0.2329258794904702,1.2770017937857316,Moderate
81,6985.688102893891,1320.2906730488223,0.18899937323309335,1.0943601227970101,Stable
82,9019.653401797175,2796.89060145863,0.3100884786660812,1.6125035754468002,High
83,3887.7060333761233,886.0038050264756,0.22789886823234443,1.3733450559791345,Moderate
84,12955.997432605905,2947.7899259096084,0.22752319466280602,1.3626584388854277,Moderate
85,7272.454352441614,2272.8611647237985,0.3125301383240337,1.0633268805053209,High
86,4695.021850899743,1369.596437770384,0.2917124736081724,1.5446442625365808,Moderate
87,5865.161989795918,1631.6790451227976,0.27819846203081133,1.4719449323333331,Moderate
88,6024.433333333333,2463.730831311943,0.40895644370069817,1.8540881886588392,Severe
89,5971.33922829582,1271.0736085031504,0.21286240153298178,1.3293409287770368,Moderate
90,8416.768637532134,2017.9997316158106,0.2397594395807825,1.3364848440462078,Moderate
91,5559.002570694088,1664.112031080913,0.29935442733086104,1.3786024957848249,Moderate
92,5996.684210526316,1836.8827764983066,0.3063164095374446,1.5285826668250861,High
93,5965.175866495507,1952.2198961735323,0.327269461934648,1.610079601058692,High
94,7121.14377406932,1993.796303311044,0.27998259360682803,1.5221424815936129,Moderate
95,7638.54358974359,2434.2991846858504,0.3186862987801009,1.5917931403495862,High
96,5176.888461538461,2257.3803751860046,0.4360496448701078,1.9370386641463895,Severe
97,6703.3961538461535,2000.3082248335925,0.29840220970468706,1.5501520077830644,Moderate
98,5109.863928112965,1299.448767636714,0.2543020295486793,1.3499450885044681,Moderate
99,5130.520900321543,1346.8221733217795,0.2625117798930262,1.3402826855854586,Moderate
100,7964.412541254125,1672.2694950991465,0.2099677140576423,1.168681837548363,Moderate
101,7469.877551020408,1673.1916275594351,0.22399184138311237,1.3278677824049294,Moderate
102,7079.5266579973995,2344.286006404141,0.3311359812108221,1.5705229516650758,High
103,4689.497622820919,1207.662946872308,0.2575250152586389,1.2642700494009604,Moderate
104,10126.536989795919,1418.1354436586957,0.14004150136297241,1.075172584213961,Stable
105,4441.3673740053055,1723.2528605222185,0.38800052222839604,1.5021551992358106,High
106,8668.81935483871,2070.4416519167676,0.2388377894575806,1.336257742184387,Moderate
107,7336.589285714285,1261.9031572291015,0.1720013357823183,1.1943795983954455,Stable
108,11035.360128617363,2334.761847510636,0.21157097007247028,1.1639523727084788,Moderate
109,6464.323979591837,1477.5683579794713,0.22857275759139262,1.3120356362648933,Moderate
110,4534.429846938776,1228.5002091615886,0.2709271618770235,1.3153091207054288,Moderate
111,6771.745198463508,1692.2639752461846,0.24990071623340981,1.3734741062932718,Moderate
112,6229.448979591837,904.9735501022415,0.14527345084083773,1.1025117595829943,Stable
113,7199.077170418006,1714.428092646756,0.2381455361656041,1.1819384295421802,Moderate
114,5346.559948979592,1256.1082863562647,0.23493766054114792,1.33523463084107,Moderate
115,7371.689710610933,1693.1385919791662,0.2296812072192939,1.1176058693674173,Moderate
116,7294.54533844189,1420.4604374637106,0.1947291258823158,1.3080531584685882,Stable
117,3881.956354300385,1091.6748720980252,0.281217708923667,1.4979747474323337,Moderate
118,7781.606138107417,2293.515179362204,0.29473544903931814,1.434353057406491,Moderate
119,6005.085459183673,1391.7458670533454,0.23176120914731133,1.376709765411761,Moderate
120,7110.102432778489,1724.7375689657144,0.2425756288706126,1.4171499197571047,Moderate
121,4453.171794871795,1381.4396376151165,0.31021476404884296,1.5373953629132746,High
122,6462.014689265537,2254.8245491659736,0.3489352249402351,1.3410222060308996,High
123,8399.204427083334,3243.6659457784885,0.38618728403838454,1.6787128942453393,High
124,4424.1463414634145,1270.4591235952123,0.2871648054876438,1.361880986289862,Moderate
125,11836.848214285714,2741.774909400014,0.23163048640693115,1.363693037212786,Moderate
126,6507.75353016688,3049.536738528865,0.4686005277232226,1.4749454710362688,Severe
127,5238.154093097914,1513.1183273888942,0.28886479864780307,1.4885371838602388,Moderate
128,7454.672215108835,2146.6927532916056,0.28796608239068827,1.3572139154181528,Moderate
129,9208.120578778135,2031.709143804463,0.22064319493023618,1.338642604125463,Moderate
130,5121.062740076824,964.2089623010739,0.18828298172472874,1.2784744668349395,Stable
131,5275.404364569961,1299.798598016282,0.2463884298132355,1.3461905350299126,Moderate
132,6283.255627009647,1591.170509893406,0.2532398177552236,1.2829439527181263,Moderate
133,6467.759590792839,2163.862890282669,0.33456142886990264,1.6198909763765161,High
134,4725.8915816326535,980.9219252720819,0.20756335779781113,1.3079280885274576,Moderate
135,5952.416133162612,1366.0874365513678,0.22950133290253416,1.2706915441486828,Moderate
136,5488.818327974276,1793.8788030909,0.3268242262543522,1.5099400033222916,High
137,8274.98231511254,1714.8325959739987,0.2072309680761749,1.2946401373151721,Moderate
138,7334.917948717949,2728.3053152333555,0.3719612590499705,1.6876787528178694,High
139,6464.1495176848875,1686.4925628071874,0.2608993740310634,1.4673033351984037,Moderate
140,7469.049935979513,1624.0922833814273,0.21744295423142582,1.333249307370575,Moderate
141,5540.741312741313,1463.0938987119985,0.2640610373466659,1.4596384844118866,Moderate
142,4603.965340179718,1065.165393860443,0.23135825645005045,1.3373346405639228,Moderate
143,6314.756097560976,1857.946514009063,0.2942230048642227,1.5265684327107398,Moderate
144,7718.2064,1896.27291510181,0.2456882877739328,1.2990857788828902,Moderate
145,8342.263157894737,2070.3650403144075,0.2481778626648943,1.433853869136424,Moderate
146,7812.83055198973,2031.9104316132612,0.260073531365119,1.4127612979713275,Moderate
147,8212.558408215662,1991.0660364634805,0.24244162872213634,1.32951537452712,Moderate
148,8638.96556122449,1576.8211956666635,0.18252430623686436,1.2730070113025251,Stable
149,5567.483922829582,1497.3443358585164,0.2689445280153617,1.495868237529967,Moderate
150,8417.24107142857,2151.460751040159,0.2556016553147163,1.3544181683062435,Moderate
151,6755.764102564102,1858.2341903763204,0.27505906987945905,1.4447643109912625,Moderate
152,5541.939666238768,1860.5351353652063,0.3357191249662095,1.7199698634862688,High
153,7066.812580231065,2601.5007955011665,0.3681293038361723,1.8328693439586479,High
154,8737.57362355954,2289.9203823962216,0.2620773776625812,1.3652923830557169,Moderate
155,6886.852327447833,1627.503682144064,0.23632039787721035,1.3242520180792425,Moderate
156,6961.611253196931,2815.3187614058725,0.4044062012386879,1.8720481376914586,Severe
157,9722.790757381257,2425.040825165442,0.24941818513624006,1.4346318049100322,Moderate
158,8156.865211810013,1646.702943653333,0.2018793863688142,1.1388323700118912,Moderate
159,7748.60834670947,2090.5946939412643,0.26980260201550355,1.4949265411954926,Moderate
160,5730.658130601792,1409.864402336436,0.24602137663870416,1.4091546667900487,Moderate
161,7252.598202824133,1400.0300479870737,0.1930384131085474,1.257111644513246,Stable
162,7768.131882202305,2167.96947401874,0.27908504990573224,1.445938368022136,Moderate
163,7298.706632653061,1517.62768699338,0.20793104359117476,1.2090453916709867,Moderate
164,6210.218298555377,1986.1573882546786,0.3198208650276753,1.6288812890369306,High
165,3996.8344051446948,931.8986125453653,0.23315917500755912,1.4185156247698363,Moderate
166,5819.24646983312,1527.92436482452,0.262563954413214,1.2588808205754556,Moderate
167,9295.779487179487,3220.269054864011,0.3464227028303897,1.6727453961442578,High
168,7517.148005148005,2287.1990884215916,0.3042642085609114,1.569102407045191,High
169,7218.92819843342,1975.1029793789282,0.273600585168245,1.294783757782591,Moderate
170,5009.441591784339,1327.250605494158,0.26494981150611596,1.421875222298257,Moderate
171,8429.147625160462,2513.83353182677,0.2982310482169204,1.5683853123322469,Moderate
172,6981.672025723473,1316.5673081163459,0.18857478599188668,1.1595563564469114,Stable
173,8232.783163265307,1910.6836957908858,0.23208235391360238,1.4241231122789602,Moderate
174,5936.540192926045,1028.587343643067,0.1732637715261706,1.1416643817718337,Stable
175,5784.548469387755,1229.9287014597796,0.2126231127578324,1.284047366505268,Moderate
176,5278.177150192554,1784.8958419249338,0.33816520195041555,1.6250339729709549,High
177,3994.096153846154,1431.4024747281405,0.3583795731481721,1.690310133256639,High
178,10089.92564102564,2946.74361113071,0.292048099854101,1.5561144193920813,Moderate
179,7295.274711168165,2078.7266504807176,0.28494151800732653,1.4331412880133962,Moderate
180,7220.061224489796,1560.1221883989226,0.21608157325690383,1.3070718028686616,Moderate
181,6382.698234349919,2229.5422443636303,0.3493103014591618,1.7444647265936548,High
182,5304.654289372599,1382.4634527826229,0.26061329869361416,1.3389137469457837,Moderate
183,4821.335515548281,1671.590256003572,0.34670689285424666,1.423150303392022,High
184,6594.2972972972975,1665.884282037498,0.25262498897650065,1.415072765274099,Moderate
185,7170.617346938776,1877.1025439941543,0.26177697863009136,1.4408695180243936,Moderate
186,3783.83922829582,923.012994818377,0.24393557419565293,1.4093332451533067,Moderate
187,6279.7334183673465,1712.3733998880725,0.2726824987314937,1.416866587328911,Moderate
188,4986.952503209242,1491.385495331305,0.2990574893928821,1.5119469086513313,Moderate
189,8762.929396662388,1945.8609599535841,0.22205598971215273,1.369094061678543,Moderate
190,7198.954983922829,1516.720269127397,0.21068617216174215,1.3334411101739931,Moderate
191,6838.9372990353695,1247.7888453193837,0.18245361680613506,1.137259440438341,Stable
192,9016.834405144695,3350.509535586719,0.37158379371756384,1.179073109007531,High
193,5362.036036036036,1716.9086577060284,0.32019715014360073,1.605275740941378,High
194,4829.492921492922,1047.370707895026,0.21686970556139806,1.2485250364815104,Moderate
195,10713.17971758665,2482.9333429745825,0.23176436953621002,1.3361583355050497,Moderate
196,5216.3363171355495,1416.9966519317918,0.2716459533632809,1.4429073014190161,Moderate
197,6846.668367346939,1762.7728461129043,0.2574643244763983,1.454664122812397,Moderate
198,2900.6048593350383,1597.761904135501,0.5508374913575049,2.4492839553428234,Severe
199,7955.697047496791,2087.6449925796,0.2624088097015288,1.3900797472518995,Moderate
200,7729.5442875481385,1469.136330243289,0.19006765154447527,1.259040277422806,Stable
201,5249.351732991014,1280.617723105365,0.24395730906293936,1.2655631988977685,Moderate
202,6065.797695262484,1362.9468564031754,0.22469375420608995,1.2660081465186912,Moderate
203,6775.240409207161,1820.5629565112797,0.26870824451295333,1.3371582258820451,Moderate
204,5486.247588424438,1044.2747461106906,0.19034407931461758,1.2829351201825094,Stable
205,6536.820153061224,1663.1544670148487,0.2544286714444768,1.476350396550829,Moderate
206,7157.551989730424,2141.927788515268,0.29925424105734505,1.479194735310142,Moderate
207,11184.206632653062,3256.122441561237,0.29113575495420146,1.5337105495867915,Moderate
208,2936.2908163265306,716.5256100102845,0.24402406124972983,1.262679223040471,Moderate
209,5587.78231292517,1891.5684986332549,0.33851864526967057,1.4490059433945968,High
210,3193.98459563543,849.2890008473813,0.2659026602720414,1.4570040390283159,Moderate
211,12994.345663265307,3176.5866898073346,0.24445914955052075,1.4369468470227214,Moderate
212,4775.656887755102,1255.2042898774291,0.2628338507935532,1.4185550776341678,Moderate
213,8131.0410783055195,2173.4899200957225,0.2673077037938997,1.425925608275575,Moderate
214,9331.875481386392,2284.7326110537438,0.2448310219752645,1.2866115320458151,Moderate
215,6313.492753623188,1813.894440333618,0.2873044305456215,1.4997837805907885,Moderate
216,7226.775773195876,1872.6365994309836,0.25912476852770167,1.4190239484949096,Moderate
217,4700.8877551020405,996.8555825790877,0.2120568782986075,1.2682236663398088,Moderate
218,5018.577170418006,1503.0231680827771,0.29949189123609465,1.5337815803244952,Moderate
219,3133.712451861361,822.2665440080124,0.26239374436528246,1.4274430231332664,Moderate
220,4906.432989690722,1283.8297005522002,0.261662536357829,1.469298630679772,Moderate
221,5821.838010204082,1412.33560370973,0.24259273467147213,1.3108926492200719,Moderate
222,4982.456632653061,1449.6850904465336,0.2909578943338649,1.5651335785570135,Moderate
223,7232.875959079284,2077.852237733489,0.287278843089408,1.4969853175451113,Moderate
224,6629.749034749035,1768.4945662928785,0.26675135921790194,1.320688283883485,Moderate
225,5197.0,1470.3604120613543,0.2829248435754001,1.4761820598639466,Moderate
226,7257.290653008963,1653.4176636714412,0.22782850277409156,1.3988204220603646,Moderate
227,6028.297262059974,1878.5510610748927,0.31162216782139224,1.4421008254016958,High
228,7946.139922978177,1549.4387846037803,0.1949926378873854,1.2332105779212488,Stable
229,8645.36328626444,2234.164712299383,0.2584234621868319,1.4026216390032256,Moderate
230,7561.640306122449,1662.8143749915623,0.21990127904460463,1.256944357345572,Moderate
231,4770.279742765273,1287.8093655023692,0.2699651666038021,1.4244090270494552,Moderate
232,3376.759477124183,1062.293377349184,0.3145895893816773,1.4244253296637197,High
233,9431.089628681179,1800.2762372530326,0.19088740624181502,1.3037971527780856,Stable
234,11072.315789473685,3506.84744140227,0.3167221300476443,1.5600043747668775,High
235,5935.44814340589,1947.2437756960308,0.3280702195771623,1.664668061803893,High
236,7119.563775510204,1967.0679611400265,0.2762905176727716,1.4905730620941857,Moderate
237,4535.991071428572,759.0343304902015,0.1673359401589717,1.2167714299789343,Stable
238,7671.733333333334,1888.1087554087835,0.24611240685400737,1.4198169994151115,Moderate
239,5071.210526315789,1385.3617150714522,0.2731816610417693,1.3881042919143345,Moderate
240,4812.035714285715,989.7244059558053,0.205676862085118,1.3352936956655872,Moderate
241,6583.227214377407,1458.1986769535965,0.22150210367477072,1.2857976087354581,Moderate
242,4093.0947503201023,1446.175061657331,0.35332069005835554,1.6703573366211435,High
243,7074.07062600321,2092.9666797001664,0.2958645439595611,1.5865103077789697,Moderate
244,5271.098844672657,1700.8712493680057,0.3226786860745413,1.5593369108646407,High
245,8897.663252240716,1539.2126718800353,0.17299066375572397,1.218469880180342,Stable
246,7081.054846938776,1474.6213881424899,0.20824883015557863,1.326799883312907,Moderate
247,8576.710627400767,2445.7676301667616,0.28516382753465574,1.4668910543976794,Moderate
248,8362.170918367347,2257.5775834868327,0.2699750585733792,1.2818207578036012,Moderate
249,5285.823979591837,1274.3029215110605,0.24107933340781812,1.301840988577728,Moderate
250,8470.623559539052,2481.2941312555445,0.29292933558135476,1.5067659251204577,Moderate
251,19123.068035943517,3547.6416119632604,0.18551634106489348,1.2233997976328725,Stable
252,10615.512195121952,2889.075660665812,0.2721560304921888,1.4834349975858954,Moderate
253,5746.724005134788,2048.8292536515537,0.3565212548611857,1.6746744789503587,High
254,3005.9833119383825,832.1419652702451,0.2768285379247982,1.310678411416351,Moderate
255,6271.130937098845,1486.823229053465,0.23709012679956898,1.3070008194216651,Moderate
256,9832.87886597938,2835.2708700577346,0.28834595734393137,1.4142331552722978,Moderate
257,5335.585459183673,1462.640295428539,0.27412929782823087,1.4309899750378934,Moderate
258,5642.096463022508,1235.110249019838,0.21890980721697575,1.3014125199153608,Moderate
259,11656.145005370568,2504.1947593846053,0.2148390190951466,1.0796627849618583,Moderate
260,6559.997448979592,809.6121787265793,0.12341653865315366,1.1166360233846586,Stable
261,12616.487804878048,4872.37664391805,0.3861912062431662,1.8662361158222454,High
262,20718.51592356688,4668.87758407417,0.2253480703588146,1.021503963512259,Moderate
263,3707.516077170418,947.1854359858396,0.25547709470992586,1.0833853196542007,Moderate
264,7234.240157480315,2294.064731471824,0.31711205068299064,1.5066454433315328,High
265,4954.829268292683,1769.7565502528398,0.35717810936049793,1.7108745659695281,High
266,4389.757692307692,1370.5308198351115,0.31221104122369553,1.5034511242947177,High
267,9289.160714285714,2614.532793622447,0.2814606048963693,1.1286554834680542,Moderate
268,4881.173469387755,1449.4833405542377,0.2969538676805203,1.5617495720690642,Moderate
269,9346.706033376124,3023.1356080194446,0.32344395953228217,1.5800804105304398,High
270,9291.623724489797,1607.6120873028733,0.17301734712585418,1.2418366642680974,Stable
271,7841.691025641026,3439.7833022279897,0.43865325616381345,1.970855530935773,Severe
272,6237.314980793854,2184.7477324638785,0.35027054737354546,1.7326792165252611,High
273,7059.648267008986,2005.5857812610143,0.2840914597166943,1.498513213699709,Moderate
274,4070.8283261802576,1400.059234795739,0.34392490240664203,0.9305302243819878,High
275,7443.842443729904,1651.329797690307,0.22183835971451207,1.3289090141938524,Moderate
276,4091.1948717948717,1243.7417098398023,0.30400451428366043,1.5414037033096302,High
277,6444.519292604502,1628.8193768583208,0.2527448988673981,1.426674411279835,Moderate
278,7142.1670918367345,1804.3053028631095,0.2526271479878106,1.3896318295758696,Moderate
279,8881.08988764045,3024.2352441308085,0.3405252375994468,1.4713575332960978,High
280,6267.489060489061,1321.8785300247828,0.21091038488731478,1.2476369018006868,Moderate
281,5860.617346938776,1269.336846402421,0.21658756599514967,1.2399543490953229,Moderate
282,4408.584183673469,1040.1899966711908,0.23594649740916337,1.4328185412656147,Moderate
283,7114.1591639871385,1328.4049503619594,0.18672690893486468,1.2228882131348784,Stable
284,5413.250803858521,1425.6418815239786,0.2633615055315362,1.4365657763647806,Moderate
285,5154.924455825864,1143.6536315253604,0.22185652599289876,1.1514499502675581,Moderate
286,4927.8202824133505,2068.0247312343326,0.4196631802127204,1.9302993974795326,Severe
287,8152.400321543409,1419.8745217518433,0.1741664375827699,1.160148774687216,Stable
288,5625.733118971061,1612.5222227919799,0.2866332598242605,1.46150984605532,Moderate
289,6321.227912932139,1481.9287005892436,0.23443684059508024,1.3275499333044019,Moderate
290,7014.1578947368425,2202.570623531489,0.31401782745498424,1.5979175227257174,High
291,8023.039743589744,2634.4454027239167,0.32836000903881707,1.580525551367158,High
292,5774.090078328982,1961.2392876722793,0.33966205256012577,1.5393320635490226,High
293,6257.765006385696,1663.783125883877,0.26587497679859823,1.4762669349751383,Moderate
294,5770.280409731114,1689.7125152197002,0.29283022578419865,1.5366591080122758,Moderate
295,5285.4311454311455,1322.4897201899503,0.25021416111590866,1.3643006817446315,Moderate
296,6963.460947503201,1888.2102284285436,0.2711597354625181,1.4992686892038334,Moderate
297,6992.070785070785,1947.912020887247,0.2785887158131119,1.5296532206169593,Moderate
298,8398.617363344052,1872.5500687446731,0.22295932624784867,1.2766143102178842,Moderate
299,6235.306122448979,2175.5675433016513,0.3489111040545312,1.1691667343944596,High
300,7077.595907928388,1540.296417216427,0.21762988976115077,1.2346708316689698,Moderate
301,5538.441326530612,1169.6431452498284,0.21118633859077382,1.3174842466970216,Moderate
302,3742.2842509603074,1067.275924297453,0.2851937086349278,1.348817457432755,Moderate
303,6188.154046997389,1969.2234054781466,0.31822469035554335,1.5020182316809347,High
304,7067.702806122449,1800.9146802415019,0.25480905601767045,1.4122620478716401,Moderate
305,5347.341869398208,1667.44723813074,0.31182731137375275,1.3215432993806828,High
306,4368.86655948553,1079.2248216471485,0.24702627259328241,1.4094166913274924,Moderate
307,2703.7365728900254,1032.8286927144584,0.3820004889050516,1.7920867774399374,High
308,9353.162760416666,2668.7929315356278,0.2853358804820732,1.4608237476641563,Moderate
309,6971.319640564827,2015.6792496047767,0.2891388364802425,1.581228687404992,Moderate
310,8236.363433667782,3142.9301571430588,0.38159197107496534,1.629386632287367,High
311,6638.587708066581,1455.3856785701773,0.21923121943568372,1.3789295964742634,Moderate
312,5568.157490396927,1585.1114235803673,0.2846743157524038,1.5315908423517424,Moderate
313,7075.494884910486,2233.6037971200294,0.31568163548298395,1.5742387318176312,High
314,5137.715019255455,1458.3692633893556,0.2838556163437611,1.52806219315831,Moderate
315,4252.410714285715,1172.210514958516,0.2756578782525747,1.3837181571169235,Moderate
316,9855.62516046213,2508.247895868674,0.2544991164975538,1.4419288582054077,Moderate
317,5379.4855305466235,1184.0273771763136,0.2201004855302588,1.2048572162826174,Moderate
318,7527.716666666666,2206.2519621852184,0.29308382074934874,1.4691915118468633,Moderate
319,7787.076530612245,1804.899616333926,0.2317814149172127,1.3087784134214304,Moderate
320,14834.461734693878,3410.4835065155517,0.22990274723209767,1.3061444417237724,Moderate
321,5958.317948717949,1456.706619761646,0.24448286115296777,1.2985132866834155,Moderate
322,5021.1726342711,2041.9842022707078,0.4066747652398,1.8258637582098427,Severe
323,7365.359435173299,1568.0301354252526,0.21289254777399177,1.24356981067985,Moderate
324,5687.985897435898,2381.8608217372653,0.41875294079245007,1.8412855165954665,Severe
325,6484.645699614891,1733.438564629074,0.2673143059661716,1.4698218387273239,Moderate
326,5008.903722721438,1254.671436511545,0.25048823175021157,1.2370969268975964,Moderate
327,7738.189189189189,1972.5558696140777,0.25491181740165786,1.350963735023234,Moderate
328,4432.029525032092,1199.8653364462614,0.27072593484980745,1.4642876357878132,Moderate
329,6912.716302952504,2038.3873673851494,0.29487502134501453,1.5584637802900518,Moderate
330,4166.6379974326055,1041.8438876657199,0.2500442534983078,1.3178595554522867,Moderate
331,6160.85622593068,1711.8898387219347,0.27786557191785966,1.4545411889401887,Moderate
332,3728.5666666666666,1278.4365318719651,0.342876136103766,1.5846522512875951,High
333,9773.190051020409,2005.655421256434,0.20522013905245048,1.358933188452904,Moderate
334,5428.385109114249,1196.6170236846076,0.22043701757185388,1.3239139135966707,Moderate
335,13313.93949044586,4762.3535996644505,0.35769680364567796,1.7634544444299967,High
336,13910.661538461538,3276.0487990596966,0.235506326568421,1.436241341389768,Moderate
337,5049.653008962868,1152.6568278443465,0.22826456110913787,1.1590112780122954,Moderate
338,7217.95390524968,1782.6523965998883,0.24697475489603082,1.4358924154057697,Moderate
339,5147.255968169761,1212.0950186052569,0.2354837268829761,1.2881742934084517,Moderate
340,6485.642857142857,1696.9044628577099,0.2616401334817337,1.4466475849498146,Moderate
341,5511.534017971759,1298.0782502469442,0.23552031902810178,1.383180002375321,Moderate
